environment,scenario,session,device,sub_path,raw_file,raw_relative_path,extracted_csv_relative_path,has_extracted_csv,label_status,label_source,notes
playground,dy_L1,2025.07.30.09.18_2025.07.30.09.22（动态L1）,watch2,,log_mimir_20250730091851.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/watch2/log_mimir_20250730091851.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/watch2/log_mimir_20250730091851.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.18_2025.07.30.09.22（动态L1）,Xiaomi_23078RKD5C,,gnss_log_2025_07_30_09_18_40.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/Xiaomi_23078RKD5C/gnss_log_2025_07_30_09_18_40.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/Xiaomi_23078RKD5C/gnss_log_2025_07_30_09_18_40.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.18_2025.07.30.09.22（动态L1）,Xiaomi_MI_8,,gnss_log_2025_07_30_09_18_26.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/Xiaomi_MI_8/gnss_log_2025_07_30_09_18_26.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/Xiaomi_MI_8/gnss_log_2025_07_30_09_18_26.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.18_2025.07.30.09.22（动态L1）,谷歌pix6,,gnss_log_2025_07_30_09_18_50.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/谷歌pix6/gnss_log_2025_07_30_09_18_50.txt,playground/dy_L1/2025.07.30.09.18_2025.07.30.09.22（动态L1）/谷歌pix6/gnss_log_2025_07_30_09_18_50.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.29_2025.07.30.09.34（动态L1）,HUAWEI,,gnss_log_2025_07_30_09_28_47.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/HUAWEI/gnss_log_2025_07_30_09_28_47.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/HUAWEI/gnss_log_2025_07_30_09_28_47.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.29_2025.07.30.09.34（动态L1）,watch1,,log_mimir_20250730092901.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/watch1/log_mimir_20250730092901.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/watch1/log_mimir_20250730092901.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.29_2025.07.30.09.34（动态L1）,watch2,,log_mimir_20250730092901.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/watch2/log_mimir_20250730092901.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/watch2/log_mimir_20250730092901.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.29_2025.07.30.09.34（动态L1）,Xiaomi_23078RKD5C,,gnss_log_2025_07_30_09_28_54.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/Xiaomi_23078RKD5C/gnss_log_2025_07_30_09_28_54.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/Xiaomi_23078RKD5C/gnss_log_2025_07_30_09_28_54.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.29_2025.07.30.09.34（动态L1）,Xiaomi_MI_8,,gnss_log_2025_07_30_09_28_44.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/Xiaomi_MI_8/gnss_log_2025_07_30_09_28_44.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/Xiaomi_MI_8/gnss_log_2025_07_30_09_28_44.csv,yes,reviewed,scenario_fallback,
playground,dy_L1,2025.07.30.09.29_2025.07.30.09.34（动态L1）,谷歌pix6,,gnss_log_2025_07_30_09_29_03.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/谷歌pix6/gnss_log_2025_07_30_09_29_03.txt,playground/dy_L1/2025.07.30.09.29_2025.07.30.09.34（动态L1）/谷歌pix6/gnss_log_2025_07_30_09_29_03.csv,yes,reviewed,scenario_fallback,
